UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
7678,M17677,M,292.8,303.1,1663,33.6,31,0
7679,M17678,L,298.6,307.7,1878,32.1,195,0
7680,M17679,L,298.2,308.1,1689,56.9,66,0
7681,M17680,H,301.1,311.6,1528,47.7,177,0
7682,M17681,H,298.4,308.1,1357,25.3,232,0
7683,M17682,L,299.6,310.9,1575,31.3,149,0
7684,M17683,L,303.1,311.6,1528,48.5,218,0
7685,M17684,M,302.0,313.1,1522,49.6,57,0
7686,M17685,H,301.8,312.5,1502,26.3,230,0
7687,M17686,H,299.0,308.4,1172,46.9,57,0
7688,M17687,L,301.1,310.2,1765,42.6,57,0
7689,M17688,M,299.5,307.5,1530,20.8,223,0
7690,M17689,L,299.6,308.8,1286,36.0,140,0
7691,M17690,L,300.8,311.9,1625,38.7,202,0
7692,M17691,H,298.8,308.7,1386,40.5,203,0
7693,M17692,M,303.0,314.1,1640,26.9,164,0
7694,M17693,H,299.7,309.1,1697,32.4,48,0
7695,M17694,L,301.2,311.9,1722,33.8,175,0
7696,M17695,L,302.9,312.2,1510,34.7,16,0
7697,M17696,H,302.1,311.1,1465,34.9,51,0
7698,M17697,L,297.2,307.1,1427,38.7,163,0
7699,M17698,L,300.9,310.2,1410,43.1,230,0
7700,M17699,M,301.7,310.2,1536,57.6,195,0
7701,M17700,L,301.8,311.6,1502,48.6,84,1
7702,M17701,L,297.8,307.9,1391,53.0,208,0
7703,M17702,M,298.7,310.0,1334,35.2,245,0
7704,M17703,L,302.0,312.9,1520,30.1,84,0
7705,M17704,H,298.5,309.7,1461,47.9,47,0
7706,M17705,M,299.4,310.1,1335,39.8,50,0
7707,M17706,H,303.2,313.5,1688,47.2,101,0
7708,M17707,H,299.9,308.7,1856,31.3,13,0
7709,M17708,L,298.5,308.7,1711,46.4,123,0
7710,M17709,L,298.2,308.8,1410,38.3,185,0
7711,M17710,H,300.7,312.1,1530,35.4,134,0
7712,M17711,H,297.3,308.0,1815,36.4,245,0
7713,M17712,L,299.5,310.7,1329,44.9,117,0
7714,M17713,H,300.7,309.6,1679,47.7,3,0
7715,M17714,L,302.6,312.3,1280,36.4,119,0
7716,M17715,L,301.3,311.8,1840,43.4,235,0
7717,M17716,H,298.6,309.7,1462,43.4,24,0
7718,M17717,L,302.4,312.2,1938,47.3,56,0
7719,M17718,M,299.4,309.3,1848,49.8,181,1
7720,M17719,L,297.5,308.2,1520,57.9,74,0
7721,M17720,L,299.7,308.5,1410,35.4,194,0
7722,M17721,L,302.9,314.5,1574,54.5,106,0
7723,M17722,L,300.3,309.5,1507,41.2,201,0
7724,M17723,M,300.0,308.1,1467,29.2,140,0
7725,M17724,M,303.3,313.3,1242,33.6,21,0
7726,M17725,L,297.1,308.8,1447,44.6,98,0
7727,M17726,L,297.4,308.0,1340,47.2,84,0
7728,M17727,L,296.8,307.5,1638,29.9,205,0
7729,M17728,L,300.7,310.8,1716,32.4,158,0
7730,M17729,L,300.3,310.2,1672,34.7,197,0
7731,M17730,L,303.1,311.5,1600,31.5,94,0
7732,M17731,L,300.5,308.2,1386,21.4,175,0
7733,M17732,L,299.2,309.4,1576,18.0,17,0
7734,M17733,L,300.0,311.3,1681,36.2,9,0
7735,M17734,L,300.2,310.6,1434,42.5,73,0
7736,M17735,L,296.7,307.3,1560,46.5,196,0
7737,M17736,L,305.4,317.0,1513,26.5,135,0
7738,M17737,L,301.0,311.4,1837,26.7,103,0
7739,M17738,L,300.4,310.3,1691,34.8,227,0
7740,M17739,M,301.2,310.4,1648,40.0,126,0
7741,M17740,L,301.4,313.4,1232,50.0,155,0
7742,M17741,L,299.7,310.2,1570,47.1,249,0
7743,M17742,L,298.7,307.8,1511,36.4,132,0
7744,M17743,H,301.2,310.0,1510,43.6,198,0
7745,M17744,L,300.8,312.0,1259,31.6,105,0
7746,M17745,H,298.4,307.3,1344,40.7,9,0
7747,M17746,L,302.8,314.7,1527,39.4,211,0
7748,M17747,H,300.6,307.8,1738,53.9,239,0
7749,M17748,M,301.5,312.9,1433,44.9,110,0
7750,M17749,M,302.8,313.3,1467,32.4,127,0
7751,M17750,L,300.0,310.2,1858,32.5,107,0
7752,M17751,H,300.6,310.5,1486,36.7,252,0
7753,M17752,M,301.6,313.5,1516,24.5,229,0
7754,M17753,M,298.6,309.3,1518,37.7,10,0
7755,M17754,M,300.1,309.2,1298,38.6,197,0
7756,M17755,L,300.3,308.5,1641,44.6,152,0
7757,M17756,H,298.1,308.3,1422,46.1,6,0
7758,M17757,L,304.6,314.6,1534,41.0,113,0
7759,M17758,L,297.2,305.7,1619,23.9,38,0
7760,M17759,M,297.4,307.3,1887,27.9,221,0
7761,M17760,L,302.6,312.1,1303,34.0,3,0
7762,M17761,H,301.4,311.4,1694,46.5,221,0
7763,M17762,L,297.9,308.7,1695,46.1,238,0
7764,M17763,M,301.2,312.7,1425,37.5,18,0
7765,M17764,M,302.9,313.8,1646,63.4,182,1
7766,M17765,M,299.9,309.2,1833,55.5,139,0
7767,M17766,L,305.2,315.6,1402,52.3,241,0
7768,M17767,L,296.6,306.6,1582,46.9,202,0
7769,M17768,H,301.4,310.1,1611,44.5,176,0
7770,M17769,H,302.3,312.7,1635,43.8,234,0
7771,M17770,L,301.8,313.6,1677,22.1,41,0
7772,M17771,L,299.6,309.6,1569,29.6,95,0
7773,M17772,H,299.4,307.8,1631,37.8,213,0
7774,M17773,M,300.9,310.9,1376,41.3,26,0
7775,M17774,L,301.6,310.4,1568,38.8,237,0
7776,M17775,L,301.2,312.1,1454,42.7,189,0
7777,M17776,M,302.1,312.6,1319,19.2,111,0
7778,M17777,M,298.0,307.8,1448,45.0,86,0
7779,M17778,L,299.5,309.2,1587,40.6,37,0
7780,M17779,L,298.1,307.9,1617,38.1,24,0
7781,M17780,L,299.2,309.2,1312,49.2,107,0
7782,M17781,L,302.0,311.3,1371,29.6,213,0
7783,M17782,L,300.2,308.8,1669,37.7,135,0
7784,M17783,L,305.2,316.4,1630,42.8,114,0
7785,M17784,L,300.4,310.0,1698,31.6,81,0
7786,M17785,L,300.1,310.3,1784,20.2,40,0
7787,M17786,L,300.2,310.5,1635,28.6,250,0
7788,M17787,L,298.7,309.0,1465,39.4,7,0
7789,M17788,L,299.9,308.7,1560,37.5,79,0
7790,M17789,L,302.3,310.6,1836,39.8,195,0
7791,M17790,L,300.2,309.6,2034,33.5,132,0
7792,M17791,L,298.4,308.8,1622,27.0,79,0
7793,M17792,H,298.1,307.4,1635,41.4,251,0
7794,M17793,L,299.1,308.7,1669,38.4,157,0
7795,M17794,M,300.1,312.3,1543,46.3,75,0
7796,M17795,L,302.4,310.5,1747,32.6,215,0
7797,M17796,H,297.3,306.6,1719,20.0,38,0
7798,M17797,H,299.4,311.3,1602,14.2,117,0
7799,M17798,L,300.3,310.2,1482,36.0,212,0
7800,M17799,M,296.3,305.6,1267,41.3,249,0
7801,M17800,L,298.3,309.5,1670,37.7,97,1
7802,M17801,M,298.6,308.7,1577,34.4,35,1
7803,M17802,H,298.4,308.1,1407,24.2,143,0
7804,M17803,H,300.4,310.6,1337,21.3,239,0
7805,M17804,L,299.7,309.0,1657,43.6,168,0
7806,M17805,H,298.9,307.9,1252,37.7,152,0
7807,M17806,L,300.9,310.7,1593,36.4,78,0
7808,M17807,H,303.4,312.4,1690,24.7,153,0
7809,M17808,M,303.3,313.3,1637,30.4,224,0
7810,M17809,H,296.2,306.5,1469,40.4,95,0
7811,M17810,L,301.2,312.0,1315,42.8,61,0
7812,M17811,H,299.6,310.8,1644,38.4,122,0
7813,M17812,H,300.3,309.9,1754,53.7,95,1
7814,M17813,L,299.2,309.7,1436,34.3,119,0
7815,M17814,L,300.2,310.7,1630,52.7,24,0
7816,M17815,L,300.3,310.6,1822,42.1,85,0
7817,M17816,M,298.8,308.4,1600,41.1,209,0
7818,M17817,L,298.2,307.2,1468,49.2,101,0
7819,M17818,L,299.1,309.6,1725,33.8,245,0
7820,M17819,L,300.5,308.8,1407,36.7,179,0
7821,M17820,L,301.2,310.9,1307,27.9,93,0
7822,M17821,M,301.7,309.2,1684,49.3,64,0
7823,M17822,M,299.0,307.7,1466,43.3,173,0
7824,M17823,L,300.6,309.7,1482,50.9,77,0
7825,M17824,L,301.9,313.0,1427,42.0,235,0
7826,M17825,L,302.3,313.0,1454,50.9,29,0
7827,M17826,L,299.9,309.3,1790,32.6,7,0
7828,M17827,L,299.6,310.3,1837,49.8,56,0
7829,M17828,M,300.4,311.3,1860,36.1,153,0
7830,M17829,L,297.7,307.5,1734,40.0,211,0
7831,M17830,L,299.6,308.2,1622,47.2,43,1
7832,M17831,H,301.5,311.3,1283,63.0,148,0
7833,M17832,L,301.3,311.2,1505,48.1,36,0
7834,M17833,L,299.5,308.2,1925,49.1,142,0
7835,M17834,L,300.4,310.8,1461,34.6,5,0
7836,M17835,L,298.4,308.6,1810,41.6,141,0
7837,M17836,L,301.4,311.9,1549,39.1,132,0
7838,M17837,M,299.8,310.1,1060,53.9,11,0
7839,M17838,M,299.4,310.2,1654,38.6,174,0
7840,M17839,L,299.3,309.1,1766,53.2,145,0
7841,M17840,H,299.9,310.1,1530,27.1,158,0
7842,M17841,H,299.1,308.7,1760,53.8,134,0
7843,M17842,M,301.3,310.7,1240,31.5,183,0
7844,M17843,H,299.2,310.5,1291,48.5,133,0
7845,M17844,M,303.2,311.1,1576,31.4,233,0
7846,M17845,M,302.9,313.8,1624,46.1,239,0
7847,M17846,H,298.2,307.6,1782,30.5,184,0
7848,M17847,H,300.1,309.4,1653,50.3,231,0
7849,M17848,H,298.7,309.0,1325,48.4,234,0
7850,M17849,M,299.3,307.9,1577,34.1,66,0
7851,M17850,L,304.0,313.2,1647,45.7,251,0
7852,M17851,L,299.4,308.5,1204,49.4,68,0
7853,M17852,M,300.7,310.5,1531,30.9,5,0
7854,M17853,M,301.1,310.3,1479,29.8,243,0
7855,M17854,L,298.0,309.6,1422,29.4,57,0
7856,M17855,L,298.3,310.1,1628,28.0,148,0
7857,M17856,L,297.6,305.6,1333,29.3,246,0
7858,M17857,M,298.2,308.8,1614,49.2,13,0
7859,M17858,M,294.3,305.2,1639,45.5,68,0
7860,M17859,L,301.1,311.6,1733,23.2,154,0
7861,M17860,H,304.1,313.5,1338,34.9,193,1
7862,M17861,M,300.3,310.1,1270,28.5,204,0
7863,M17862,M,297.2,306.4,1589,48.5,224,0
7864,M17863,M,298.7,308.3,1488,35.5,43,0
7865,M17864,H,299.1,307.9,2059,24.7,94,0
7866,M17865,H,298.0,307.9,1621,41.7,181,0
7867,M17866,H,301.7,310.2,1549,46.0,181,0
7868,M17867,L,301.6,311.4,1508,30.6,78,0
7869,M17868,L,297.7,306.4,1321,37.4,77,0
7870,M17869,M,301.5,311.7,1640,31.1,81,0
7871,M17870,H,303.1,312.4,1525,52.3,226,1
7872,M17871,L,303.8,314.1,1525,35.7,230,0
7873,M17872,L,305.7,316.8,1556,32.9,4,0
7874,M17873,H,298.2,309.8,1579,39.5,82,0
7875,M17874,M,305.6,313.1,1228,37.9,99,0
7876,M17875,M,299.3,308.5,1689,46.8,249,0
7877,M17876,M,298.8,308.5,1387,52.0,239,0
7878,M17877,L,300.7,311.1,1514,52.1,159,0
7879,M17878,H,298.8,307.2,1769,36.2,12,0
7880,M17879,M,300.8,309.8,1858,43.0,48,0
7881,M17880,M,297.4,307.5,1235,54.7,110,0
7882,M17881,M,299.5,309.6,1544,55.1,243,0
7883,M17882,L,302.6,312.9,1588,31.3,24,0
7884,M17883,M,299.9,310.3,1269,45.9,200,0
7885,M17884,L,300.3,310.6,1683,44.2,48,0
7886,M17885,L,301.0,311.1,1560,49.2,128,0
7887,M17886,M,302.3,312.4,1574,52.3,194,0
7888,M17887,L,296.7,307.4,1375,29.7,175,0
7889,M17888,H,301.2,308.9,1613,33.2,196,0
7890,M17889,M,299.5,311.0,1689,49.0,206,0
7891,M17890,L,300.3,308.1,1562,41.5,77,0
7892,M17891,L,302.1,311.0,1447,18.0,92,0
7893,M17892,L,297.6,307.4,1461,23.5,206,0
7894,M17893,H,298.0,308.6,1578,46.6,10,0
7895,M17894,L,296.1,303.1,1548,48.3,130,0
7896,M17895,M,298.9,308.9,1701,26.6,233,0
7897,M17896,L,302.7,313.5,1453,50.9,224,0
7898,M17897,M,299.8,310.8,1321,38.0,203,0
7899,M17898,L,297.3,306.6,1603,29.9,5,0
7900,M17899,L,299.0,308.7,1454,34.5,225,0
7901,M17900,M,297.0,306.4,1679,27.9,231,0
7902,M17901,L,297.7,307.4,1540,33.9,168,0
7903,M17902,L,300.8,309.7,1656,21.5,76,0
7904,M17903,H,297.7,306.8,1357,39.3,124,0
7905,M17904,M,302.2,312.7,1565,45.8,193,0
7906,M17905,M,299.9,310.0,1414,26.7,206,0
7907,M17906,L,300.2,310.7,1321,40.2,87,0
7908,M17907,L,299.4,309.7,1385,32.0,82,0
7909,M17908,L,301.5,312.3,1442,46.6,186,0
7910,M17909,L,301.6,312.4,1762,17.1,174,0
7911,M17910,H,300.7,308.9,1437,47.0,130,0
7912,M17911,L,301.1,310.3,1311,22.0,106,0
7913,M17912,M,299.6,309.3,1563,37.9,166,0
7914,M17913,L,301.1,311.1,1544,33.0,8,0
7915,M17914,L,299.3,308.7,1451,36.4,19,0
7916,M17915,H,300.0,310.9,1510,24.9,145,0
7917,M17916,L,299.5,311.4,1714,56.4,53,0
7918,M17917,L,299.1,309.3,1659,27.3,196,0
7919,M17918,L,298.6,308.7,1644,28.0,195,0
7920,M17919,H,300.9,311.8,1327,57.8,180,0
7921,M17920,M,302.6,310.8,2056,43.2,229,0
7922,M17921,H,302.3,312.4,1727,27.6,36,0
7923,M17922,M,297.5,308.5,1632,38.7,66,0
7924,M17923,L,302.6,311.9,1331,37.7,64,0
7925,M17924,M,299.4,308.1,1709,23.3,198,0
7926,M17925,L,301.2,311.0,1449,32.5,132,0
7927,M17926,L,298.2,308.1,1504,39.7,64,0
7928,M17927,L,300.3,309.4,1238,52.5,35,0
7929,M17928,L,300.6,312.7,1317,38.1,226,0
7930,M17929,L,297.0,306.6,1617,38.9,175,0
7931,M17930,L,301.2,310.1,1719,31.9,134,0
7932,M17931,L,302.7,312.6,1662,50.8,244,0
7933,M17932,L,299.7,310.6,1655,48.9,215,0
7934,M17933,L,302.7,312.7,1527,47.8,45,0
7935,M17934,H,299.6,310.1,1466,41.1,129,0
7936,M17935,M,301.7,310.8,1591,24.2,123,0
7937,M17936,L,295.6,307.1,1686,50.8,214,0
7938,M17937,L,304.8,315.4,1540,40.6,38,0
7939,M17938,M,303.0,314.0,1756,36.9,114,0
7940,M17939,L,299.4,309.8,1501,44.4,161,0
7941,M17940,M,296.1,306.9,1364,42.2,239,0
7942,M17941,H,300.6,309.7,1537,29.4,228,0
7943,M17942,M,297.1,306.6,1558,36.8,135,0
7944,M17943,H,300.9,312.2,1524,21.1,154,0
7945,M17944,L,300.8,312.4,1768,40.9,216,0
7946,M17945,H,298.1,307.0,1683,53.2,188,0
7947,M17946,M,302.2,312.5,1283,22.2,222,0
7948,M17947,M,301.6,311.2,1814,41.3,227,0
7949,M17948,M,302.0,311.3,1048,46.6,211,0
7950,M17949,L,300.0,310.3,1924,48.1,2,0
7951,M17950,M,297.2,308.3,1488,32.6,79,0
7952,M17951,L,302.0,312.4,1505,29.1,102,0
7953,M17952,L,299.5,309.1,1528,34.2,172,0
7954,M17953,L,297.2,307.7,1608,51.8,78,0
7955,M17954,L,302.7,312.3,1539,23.1,82,0
7956,M17955,H,304.2,314.6,1515,28.0,101,0
7957,M17956,L,299.9,311.3,1773,35.5,242,0
7958,M17957,L,304.3,312.2,1640,30.3,111,0
7959,M17958,H,300.2,311.0,1367,39.6,36,0
7960,M17959,L,299.2,307.7,1672,54.0,2,0
7961,M17960,L,298.7,310.0,1633,28.1,60,0
7962,M17961,L,303.3,312.6,1441,38.6,238,0
7963,M17962,L,298.4,307.2,1681,39.9,242,0
7964,M17963,M,301.5,312.2,1511,36.7,134,0
7965,M17964,L,298.9,309.2,1499,24.4,164,0
7966,M17965,M,299.1,308.1,1494,33.7,201,0
7967,M17966,L,302.1,310.8,1104,33.7,14,0
7968,M17967,H,299.2,309.1,1445,46.3,95,0
7969,M17968,M,299.2,308.0,1667,44.2,162,0
7970,M17969,H,302.3,311.2,1535,24.6,227,0
7971,M17970,L,303.2,313.3,1309,36.2,184,0
7972,M17971,M,301.3,310.3,1712,35.0,89,0
7973,M17972,M,298.7,309.1,1486,59.4,230,0
7974,M17973,H,299.0,310.5,1320,42.9,168,0
7975,M17974,L,300.2,310.0,1934,29.3,210,0
7976,M17975,H,300.6,310.8,1350,32.3,98,0
7977,M17976,L,298.0,310.0,1696,36.3,1,0
7978,M17977,L,301.4,310.3,1401,43.6,42,0
7979,M17978,L,300.2,311.4,1563,44.8,235,0
7980,M17979,L,296.6,307.6,1378,42.0,8,0
7981,M17980,L,298.1,309.0,1317,37.9,151,0
7982,M17981,M,299.0,310.3,1632,38.7,104,0
7983,M17982,L,299.9,310.1,1612,38.7,109,0
7984,M17983,L,303.8,313.2,1744,22.3,101,0
7985,M17984,L,300.5,311.6,1533,39.4,17,0
7986,M17985,H,298.3,309.5,1936,34.3,31,0
7987,M17986,L,300.4,311.5,1587,23.6,16,0
7988,M17987,L,299.3,309.3,1640,63.9,14,0
7989,M17988,L,300.6,309.9,1296,43.1,22,0
7990,M17989,L,301.2,311.4,1429,40.1,176,0
7991,M17990,L,302.4,313.4,1632,36.3,29,0
7992,M17991,L,300.0,311.0,1524,47.2,66,0
7993,M17992,L,303.3,312.8,1573,28.5,166,0
7994,M17993,L,301.8,312.1,1393,36.9,28,0
7995,M17994,M,298.6,307.3,1561,30.6,230,0
7996,M17995,L,304.4,315.4,1560,47.1,121,0
7997,M17996,L,300.7,309.9,1328,31.8,244,0
7998,M17997,M,298.3,309.1,1654,50.9,49,0
7999,M17998,L,303.3,312.2,1235,39.0,8,0
8000,M17999,M,304.2,315.2,1572,47.7,149,0
8001,M18000,M,299.9,310.3,1855,44.0,83,0
8002,M18001,H,299.0,308.2,1661,50.5,145,0
8003,M18002,L,299.7,310.3,1660,30.7,120,0
8004,M18003,M,301.4,310.8,1378,49.0,116,0
8005,M18004,M,302.6,313.3,1856,21.6,215,0
8006,M18005,L,301.1,310.9,1785,40.4,49,0
8007,M18006,L,300.2,308.5,1388,34.6,126,0
8008,M18007,L,303.0,312.0,1454,26.1,105,0
8009,M18008,M,299.4,308.9,1764,31.2,170,0
8010,M18009,L,302.1,313.4,1861,33.7,13,0
8011,M18010,M,299.4,310.3,1313,38.1,134,0
8012,M18011,L,300.9,312.5,1359,34.8,121,0
8013,M18012,L,299.8,311.4,1513,40.8,246,0
8014,M18013,L,299.9,309.4,1150,31.8,191,0
8015,M18014,L,299.2,309.1,1542,35.3,39,0
8016,M18015,H,302.7,312.3,1751,37.1,129,0
8017,M18016,L,298.5,307.9,1281,41.8,198,0
8018,M18017,H,298.5,306.7,1562,48.4,133,0
8019,M18018,L,304.2,314.2,1435,48.5,90,0
8020,M18019,M,302.0,310.7,1833,42.4,95,0
8021,M18020,L,295.2,305.2,1437,44.3,93,0
8022,M18021,L,298.9,311.0,1811,43.1,5,0
8023,M18022,L,296.4,305.9,1432,36.9,185,0
8024,M18023,M,298.1,308.3,1677,48.9,155,0
8025,M18024,H,293.7,304.6,1584,30.9,68,0
8026,M18025,H,299.7,310.0,1514,19.7,159,0
8027,M18026,L,297.7,308.0,1397,29.7,78,0
8028,M18027,L,300.1,309.8,1597,53.9,62,0
8029,M18028,H,296.7,306.5,1460,37.1,188,0
8030,M18029,L,300.2,309.2,1416,42.7,205,0
8031,M18030,H,299.2,310.0,1803,37.3,158,0
8032,M18031,L,303.0,311.3,1637,45.6,198,0
8033,M18032,H,302.8,313.8,1654,40.7,93,0
8034,M18033,L,301.6,310.2,1469,39.3,18,0
8035,M18034,L,299.3,310.3,1506,46.1,153,0
8036,M18035,M,304.0,313.6,1495,35.4,65,0
8037,M18036,M,296.9,305.7,1599,43.7,197,0
8038,M18037,L,297.2,307.8,1654,38.3,91,0
8039,M18038,M,299.8,310.8,1534,38.9,170,0
8040,M18039,H,304.5,314.1,1397,31.9,140,0
8041,M18040,M,299.6,310.3,1675,37.9,207,0
8042,M18041,H,299.6,307.3,1545,34.6,211,0
8043,M18042,L,297.1,305.8,1281,51.2,17,0
8044,M18043,L,301.9,313.2,1157,23.3,75,0
8045,M18044,M,301.9,311.7,1592,48.8,220,0
8046,M18045,M,301.6,309.7,1391,22.7,102,0
8047,M18046,L,298.7,308.0,1616,45.3,130,0
8048,M18047,L,298.6,307.7,1400,31.7,46,0
8049,M18048,H,297.4,307.2,1563,45.6,140,0
8050,M18049,L,300.2,309.8,1471,38.8,67,0
8051,M18050,L,297.8,308.0,1853,25.8,210,0
8052,M18051,L,297.6,307.6,1709,53.5,51,0
8053,M18052,M,299.2,310.5,1780,47.7,91,0
8054,M18053,H,299.0,309.4,1543,45.0,24,0
8055,M18054,L,298.9,309.4,1686,33.7,149,0
8056,M18055,M,300.9,312.1,1555,48.0,238,0
8057,M18056,H,300.2,309.8,1802,27.3,44,0
8058,M18057,M,299.4,308.2,1526,17.9,5,0
8059,M18058,M,300.4,311.6,1289,24.5,107,0
8060,M18059,L,298.0,308.2,1181,30.9,189,0
8061,M18060,M,300.2,310.3,1838,32.5,247,0
8062,M18061,H,300.3,309.7,1625,35.7,13,0
8063,M18062,L,297.0,306.4,1636,36.1,199,0
8064,M18063,L,302.0,312.8,1806,33.6,93,0
8065,M18064,H,298.2,309.2,1243,19.0,39,0
8066,M18065,L,300.2,311.0,1475,41.9,49,0
8067,M18066,H,302.3,313.1,1497,37.4,234,0
8068,M18067,H,301.9,312.4,1672,33.1,205,0
8069,M18068,L,300.1,310.2,1415,53.8,79,0
8070,M18069,L,299.3,309.1,1324,37.6,238,0
8071,M18070,L,301.9,313.1,1322,40.6,27,0
8072,M18071,L,301.3,311.0,1745,47.9,82,0
8073,M18072,L,298.8,309.1,1406,25.3,165,0
8074,M18073,M,298.4,307.6,1440,39.8,253,0
8075,M18074,L,295.9,305.2,1653,47.8,118,0
8076,M18075,L,300.3,310.1,1414,39.1,205,0
8077,M18076,M,299.8,309.0,1234,27.1,232,0
8078,M18077,M,302.3,313.1,1256,35.2,2,0
8079,M18078,H,300.7,309.4,1529,41.9,73,0
8080,M18079,H,302.7,312.8,1628,19.1,25,0
8081,M18080,H,298.6,308.7,1503,26.6,196,0
8082,M18081,L,302.3,310.5,1616,59.5,143,0
8083,M18082,L,298.9,308.5,1250,44.8,24,0
8084,M18083,L,301.6,311.8,1262,54.7,106,0
8085,M18084,L,297.1,307.5,1942,48.6,130,0
8086,M18085,M,300.5,310.3,1760,43.9,177,0
8087,M18086,L,296.0,306.7,1677,36.9,197,0
8088,M18087,L,299.5,309.4,1421,43.8,22,0
8089,M18088,L,300.9,310.9,1496,54.4,123,0
8090,M18089,L,299.0,309.2,1539,48.2,41,0
8091,M18090,H,297.9,308.8,1774,41.7,191,0
8092,M18091,L,301.7,311.0,1611,38.3,166,0
8093,M18092,M,299.8,309.3,1633,44.9,183,0
8094,M18093,L,299.0,308.4,1509,34.7,19,0
8095,M18094,M,300.1,309.8,1681,44.9,129,0
8096,M18095,M,305.3,316.7,1593,33.1,213,0
8097,M18096,L,302.3,312.9,1547,36.5,180,0
8098,M18097,M,302.3,311.2,1406,29.8,218,0
8099,M18098,L,300.9,310.3,1519,35.6,52,0
8100,M18099,H,300.3,310.7,1346,33.2,73,0
8101,M18100,L,295.2,304.3,1532,56.7,112,0
8102,M18101,H,298.6,307.9,1555,31.1,132,0
8103,M18102,M,299.0,310.4,1109,43.8,64,0
8104,M18103,L,296.3,305.6,1498,30.6,96,0
8105,M18104,L,297.7,308.6,1329,40.5,174,0
8106,M18105,L,296.0,307.3,1628,42.9,163,0
8107,M18106,H,299.9,309.2,1653,21.7,28,0
8108,M18107,L,301.6,310.7,1463,26.2,249,0
8109,M18108,H,302.2,311.9,1637,30.5,142,0
8110,M18109,H,300.8,309.7,1645,27.1,122,0
8111,M18110,L,298.1,308.2,1498,40.8,245,0
8112,M18111,L,296.1,305.9,1814,42.4,36,0
8113,M18112,L,296.5,306.8,1409,29.5,138,0
8114,M18113,H,297.5,308.9,1802,41.2,204,0
8115,M18114,H,298.2,309.0,1499,35.8,101,0
8116,M18115,L,299.7,310.2,1388,39.0,186,0
8117,M18116,M,298.0,306.0,1476,33.8,227,0
8118,M18117,L,300.7,311.1,1342,44.8,66,1
8119,M18118,H,299.5,311.3,1679,56.2,61,0
8120,M18119,H,300.0,307.0,1252,47.7,91,0
8121,M18120,L,302.3,313.0,1788,53.8,106,0
8122,M18121,H,297.6,307.5,1371,26.1,28,0
8123,M18122,H,300.8,310.0,1689,33.3,59,0
8124,M18123,L,300.0,310.8,1543,45.6,221,0
8125,M18124,L,299.3,311.0,1587,54.9,143,0
8126,M18125,H,301.8,312.5,1433,46.4,68,0
8127,M18126,H,301.8,311.4,1602,29.8,239,0
8128,M18127,L,298.1,307.2,1563,35.7,196,0
8129,M18128,L,299.6,309.8,1278,43.3,92,0
8130,M18129,L,300.6,311.4,1367,38.4,194,0
8131,M18130,L,299.5,309.1,1442,32.1,151,0
8132,M18131,H,301.2,310.9,1404,37.1,173,0
8133,M18132,L,300.6,313.4,1763,39.9,81,0
8134,M18133,H,303.7,314.7,1540,29.3,53,0
8135,M18134,L,296.9,308.1,1400,49.7,64,0
8136,M18135,L,299.8,308.3,1451,35.6,21,0
8137,M18136,L,298.2,307.5,1449,39.3,119,0
8138,M18137,L,301.2,311.3,1487,50.2,103,0
8139,M18138,H,296.8,305.8,1347,38.8,1,0
8140,M18139,L,300.7,312.3,1393,49.7,217,0
8141,M18140,M,298.7,310.2,1676,29.8,173,0
8142,M18141,L,298.5,308.0,1572,44.3,113,0
8143,M18142,M,297.1,308.9,1512,48.3,245,0
8144,M18143,L,299.1,309.1,1539,31.8,238,0
8145,M18144,L,302.2,314.8,1531,38.2,24,0
8146,M18145,H,299.9,310.1,1502,38.4,156,0
8147,M18146,M,301.3,311.8,1632,42.1,207,0
8148,M18147,L,303.3,314.7,1618,44.7,44,0
8149,M18148,M,300.5,311.8,1258,31.0,32,0
8150,M18149,M,298.9,309.4,1515,39.4,66,0
8151,M18150,L,300.9,310.8,1269,55.8,71,0
8152,M18151,H,298.9,309.4,1653,50.4,244,0
8153,M18152,M,299.0,308.2,1676,47.9,197,0
8154,M18153,M,297.0,307.1,1430,38.1,15,0
8155,M18154,L,301.9,310.7,1518,61.1,199,0
8156,M18155,M,299.2,307.4,1161,50.2,43,0
8157,M18156,L,300.4,310.4,1713,40.4,90,0
8158,M18157,L,297.9,309.2,1666,42.2,81,0
8159,M18158,L,300.9,311.8,1745,35.5,69,0
8160,M18159,M,298.5,308.4,1805,43.9,78,0
8161,M18160,M,299.7,311.5,1320,45.9,191,0
8162,M18161,L,301.8,311.2,1698,47.0,67,0
8163,M18162,M,301.6,309.7,1804,38.2,203,0
8164,M18163,L,300.0,307.8,1271,25.4,23,0
8165,M18164,H,296.5,305.3,1508,42.4,151,0
8166,M18165,M,306.0,316.8,1474,47.0,218,0
8167,M18166,M,303.5,312.9,1692,30.3,20,0
8168,M18167,L,301.4,311.9,1110,39.1,161,0
8169,M18168,H,298.5,310.1,1864,53.3,129,0
8170,M18169,H,299.8,308.7,1519,28.1,84,0
8171,M18170,L,298.9,309.4,1703,37.2,25,0
8172,M18171,L,302.5,313.1,1528,54.7,171,1
8173,M18172,M,300.5,309.7,1627,41.6,78,0
8174,M18173,L,298.4,309.8,1123,34.8,86,0
