UDI,Product ID,Type,Air temperature [K],Process temperature [K],Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF
7699,L23803,L,302.11,310.84,28.96,37.69,1385,36.05,10,0,0,0,0,0
7700,L82288,L,296.98,307.84,23.83,34.69,1654,44.81,14,0,0,0,0,0
7701,H55830,H,300.46,311.36,27.31,38.21,1404,32.81,220,1,1,0,0,0
7702,M16211,M,298.45,308.78,25.3,35.63,1307,41.59,79,0,0,0,0,0
7703,M16169,M,304.29,314.83,31.14,41.68,1721,39.7,46,0,0,0,0,0
7704,L34652,L,302.88,313.98,29.73,40.83,1625,37.66,30,0,0,0,0,0
7705,L16346,L,298.52,308.02,25.37,34.87,1345,43.95,114,0,0,0,0,0
7706,L35894,L,299.75,310.54,26.6,37.39,1559,45.62,185,0,0,0,0,0
7707,L18826,L,300.49,311.65,27.34,38.5,1350,44.52,125,0,0,0,0,0
7708,M52984,M,301.73,313.49,28.58,40.34,1508,33.63,5,0,0,0,0,0
7709,L18168,L,300.06,308.95,26.91,35.8,1566,26.22,116,0,0,0,0,0
7710,M70352,M,297.95,308.36,24.8,35.21,1394,45.01,75,0,0,0,0,0
7711,L96368,L,298.56,307.6,25.41,34.45,1665,28.25,164,0,0,0,0,0
7712,L74901,L,299.99,308.99,26.84,35.84,1692,31.93,126,0,0,0,0,0
7713,L28316,L,302.47,312.83,29.32,39.68,1581,44.86,232,0,0,0,0,0
7714,L26016,L,300.86,310.93,27.71,37.78,1607,33.87,144,0,0,0,0,0
7715,L82527,L,298.45,309.6,25.3,36.45,1281,41.18,152,0,0,0,0,0
7716,H34869,H,301.3,310.95,28.15,37.8,1773,30.07,125,0,0,0,0,0
7717,L23653,L,299.23,309.09,26.08,35.94,1519,35.7,75,0,0,0,0,0
7718,H72760,H,301.78,311.99,28.63,38.84,1371,33.85,151,0,0,0,0,0
7719,L76305,L,305.05,314.19,31.9,41.04,1561,50.13,80,0,0,0,0,0
7720,H29328,H,299.28,308.56,26.13,35.41,1665,30.01,172,0,0,0,0,0
7721,L89503,L,301.6,312.72,28.45,39.57,1625,41.54,57,0,0,0,0,0
7722,H57137,H,298.51,307.96,25.36,34.81,1345,34.45,88,0,0,0,0,0
7723,L30188,L,299.78,310.96,26.63,37.81,1668,38.75,140,0,0,0,0,0
7724,M23511,M,300.06,310.67,26.91,37.52,1524,38.94,151,0,0,0,0,0
7725,H90345,H,299.61,308.07,26.46,34.92,1623,35.51,160,0,0,0,0,0
7726,L53786,L,304.93,315.46,31.78,42.31,1395,42.48,168,0,0,0,0,0
7727,L92866,L,299.39,309.91,26.24,36.76,1718,36.68,76,0,0,0,0,0
7728,L37361,L,301.17,311.6,28.02,38.45,1567,34.75,214,0,0,0,0,0
7729,H43456,H,296.14,306.0,22.99,32.85,1743,31.45,7,0,0,0,0,0
7730,L70822,L,300.86,309.92,27.71,36.77,1266,49.86,45,0,0,0,0,0
7731,L62865,L,302.28,313.63,29.13,40.48,1290,35.29,17,0,0,0,0,0
7732,L13296,L,298.94,308.84,25.79,35.69,1493,28.01,161,0,0,0,0,0
7733,L98479,L,294.98,304.1,21.83,30.95,1792,33.41,66,0,0,0,0,0
7734,M84933,M,299.92,310.38,26.77,37.23,1878,14.42,48,1,0,0,1,0
7735,L12124,L,300.03,309.29,26.88,36.14,1380,28.07,115,0,0,0,0,0
7736,M17106,M,301.45,310.5,28.3,37.35,1544,51.54,149,0,0,0,0,0
7737,H99564,H,304.02,313.65,30.87,40.5,1562,49.07,149,0,0,0,0,0
7738,L74145,L,299.24,308.57,26.09,35.42,1661,29.94,134,0,0,0,0,0
7739,M19485,M,298.29,307.38,25.14,34.23,1690,41.9,238,1,1,0,0,0
7740,L51598,L,297.67,308.47,24.52,35.32,1340,51.03,206,0,0,0,0,0
7741,M23401,M,300.4,310.28,27.25,37.13,1546,40.82,57,0,0,0,0,0
7742,L89036,L,300.96,312.21,27.81,39.06,1184,47.78,182,0,0,0,0,0
7743,M33923,M,298.91,308.05,25.76,34.9,1677,39.18,137,0,0,0,0,0
7744,L78571,L,301.56,309.83,28.41,36.68,1476,45.21,17,0,0,0,0,0
7745,L38584,L,300.93,311.08,27.78,37.93,1324,48.41,12,0,0,0,0,0
7746,L22005,L,300.09,311.94,26.94,38.79,1593,23.57,192,0,0,0,0,0
7747,L69627,L,298.2,308.73,25.05,35.58,1470,55.23,131,0,0,0,0,0
7748,M63123,M,299.04,312.25,25.89,39.1,1756,51.86,137,1,0,0,1,0
7749,L93783,L,295.14,305.47,21.99,32.32,1379,26.28,81,0,0,0,0,0
7750,M57275,M,300.47,310.71,27.32,37.56,1924,33.87,223,1,1,0,0,0
7751,L11118,L,300.05,307.9,26.9,34.75,1685,50.38,171,0,0,0,0,0
7752,M78831,M,300.38,310.8,27.23,37.65,1760,40.57,223,1,1,0,0,0
7753,L15891,L,301.01,311.18,27.86,38.03,1355,50.39,24,0,0,0,0,0
7754,L28971,L,300.77,310.36,27.62,37.21,1848,19.5,140,0,0,0,0,0
7755,L29080,L,299.78,309.64,26.63,36.49,1323,49.64,153,0,0,0,0,0
7756,M65520,M,300.1,310.03,26.95,36.88,1498,40.15,30,0,0,0,0,0
7757,L34467,L,297.19,307.01,24.04,33.86,1763,38.73,83,0,0,0,0,0
7758,M55074,M,298.83,310.92,25.68,37.77,1624,27.0,52,0,0,0,0,0
7759,M93599,M,300.1,309.73,26.95,36.58,1318,34.89,236,0,0,0,0,0
7760,L32658,L,298.53,308.7,25.38,35.55,1734,31.91,130,0,0,0,0,0
7761,M12149,M,301.72,311.32,28.57,38.17,1594,32.9,76,0,0,0,0,0
7762,L24812,L,298.68,309.47,25.53,36.32,1462,37.93,159,0,0,0,0,0
7763,L44101,L,300.43,310.61,27.28,37.46,1265,41.45,158,0,0,0,0,0
7764,M70513,M,300.23,309.95,27.08,36.8,1611,33.96,83,0,0,0,0,0
7765,M66781,M,301.49,309.57,28.34,36.42,1506,32.71,239,1,1,0,0,0
7766,M43825,M,301.8,312.04,28.65,38.89,1562,36.29,194,0,0,0,0,0
7767,L92184,L,301.39,311.08,28.24,37.93,1258,34.17,96,0,0,0,0,0
7768,L11911,L,295.79,305.73,22.64,32.58,1462,43.31,158,0,0,0,0,0
7769,L82374,L,302.39,311.21,29.24,38.06,1619,37.47,171,0,0,0,0,0
7770,M69808,M,303.05,314.49,29.9,41.34,1863,20.65,42,0,0,0,0,0
7771,L89675,L,299.04,309.89,25.89,36.74,1499,48.83,211,0,0,0,0,0
7772,M60470,M,300.47,311.9,27.32,38.75,1788,25.44,198,0,0,0,0,0
7773,L97045,L,298.22,309.37,25.07,36.22,1673,43.76,181,0,0,0,0,0
7774,L69391,L,296.1,306.7,22.95,33.55,1576,38.99,53,0,0,0,0,0
7775,L11302,L,298.52,307.38,25.37,34.23,1358,50.2,33,0,0,0,0,0
7776,L89416,L,298.92,310.76,25.77,37.61,1365,43.38,43,0,0,0,0,0
7777,L10648,L,299.29,308.36,26.14,35.21,1643,39.41,22,0,0,0,0,0
7778,M77320,M,298.08,307.81,24.93,34.66,1443,47.63,226,1,1,0,0,0
7779,M98841,M,298.53,309.24,25.38,36.09,1427,55.4,204,0,0,0,0,0
7780,L91733,L,299.98,310.73,26.83,37.58,1503,46.71,22,0,0,0,0,0
7781,L45597,L,298.46,309.03,25.31,35.88,1506,41.62,163,0,0,0,0,0
7782,L58763,L,301.09,310.69,27.94,37.54,1693,23.06,59,0,0,0,0,0
7783,M86227,M,301.36,310.76,28.21,37.61,1447,20.28,4,1,0,0,1,0
7784,L54055,L,304.76,317.3,31.61,44.15,1675,33.16,70,1,0,0,0,0
7785,H61724,H,302.25,312.21,29.1,39.06,1612,29.83,106,0,0,0,0,0
7786,L74254,L,300.49,310.32,27.34,37.17,1242,40.71,5,0,0,0,0,0
7787,L40692,L,298.76,308.05,25.61,34.9,1587,35.45,78,0,0,0,0,0
7788,H98256,H,300.59,310.83,27.44,37.68,1100,57.39,168,0,0,0,0,0
7789,L15157,L,300.65,310.85,27.5,37.7,1378,36.6,55,0,0,0,0,0
7790,L56944,L,298.97,308.96,25.82,35.81,1616,42.62,116,0,0,0,0,0
7791,L29088,L,301.57,311.95,28.42,38.8,1533,37.64,213,0,0,0,0,0
7792,L64925,L,297.2,308.97,24.05,35.82,1226,47.05,7,0,0,0,0,0
7793,L53472,L,299.51,308.92,26.36,35.77,1339,57.79,189,0,0,0,0,0
7794,M86943,M,301.11,311.15,27.96,38.0,1100,53.51,92,0,0,0,0,0
7795,M12630,M,299.42,308.78,26.27,35.63,1300,43.64,130,0,0,0,0,0
7796,L25337,L,299.59,309.88,26.44,36.73,1636,39.21,55,0,0,0,0,0
7797,H99082,H,299.72,309.16,26.57,36.01,1437,54.24,139,0,0,0,0,0
7798,L57534,L,298.33,307.8,25.18,34.65,1565,36.24,175,0,0,0,0,0
7799,L42790,L,302.35,310.89,29.2,37.74,1537,40.79,48,0,0,0,0,0
7800,L19703,L,297.96,308.06,24.81,34.91,1541,36.32,82,0,0,0,0,0
7801,L24959,L,300.64,311.07,27.49,37.92,1714,32.6,136,0,0,0,0,0
7802,L42133,L,300.83,312.69,27.68,39.54,1499,34.29,100,0,0,0,0,0
7803,H31226,H,298.1,308.57,24.95,35.42,1694,29.33,70,0,0,0,0,0
7804,L19465,L,300.15,309.7,27.0,36.55,1101,65.59,108,0,0,0,0,0
7805,L78517,L,298.18,306.82,25.03,33.67,1729,28.7,70,0,0,0,0,0
7806,L87853,L,302.78,311.56,29.63,38.41,1309,31.44,72,0,0,0,0,0
7807,M60299,M,297.72,306.43,24.57,33.28,1347,43.53,147,0,0,0,0,0
7808,M23762,M,298.69,310.57,25.54,37.42,1412,48.73,114,0,0,0,0,0
7809,L54647,L,297.55,307.84,24.4,34.69,1725,43.16,162,0,0,0,0,0
7810,L73232,L,297.28,306.7,24.13,33.55,1379,31.98,201,0,0,0,0,0
7811,L79092,L,303.18,312.22,30.03,39.07,1420,49.24,226,1,1,0,0,1
7812,L95091,L,301.09,310.23,27.94,37.08,1367,58.39,36,0,0,0,0,0
7813,L49904,L,300.28,309.67,27.13,36.52,1580,30.8,150,0,0,0,0,0
7814,L74943,L,298.69,310.0,25.54,36.85,1665,33.02,140,0,0,0,0,0
7815,L23925,L,301.82,311.79,28.67,38.64,1833,21.4,208,0,0,0,0,0
7816,L99452,L,298.35,306.9,25.2,33.75,1955,44.14,215,1,1,0,1,0
7817,L42038,L,301.59,313.9,28.44,40.75,1649,22.81,183,0,0,0,0,0
7818,H59840,H,298.25,307.11,25.1,33.96,1599,32.63,143,0,0,0,0,0
7819,H90700,H,298.71,308.12,25.56,34.97,1322,49.62,48,0,0,0,0,0
7820,L26053,L,301.52,312.83,28.37,39.68,1869,25.18,66,0,0,0,0,0
7821,L12324,L,301.73,312.14,28.58,38.99,1573,28.52,145,0,0,0,0,0
7822,L41818,L,301.19,310.73,28.04,37.58,1484,38.18,33,0,0,0,0,0
7823,L56098,L,297.9,306.67,24.75,33.52,1603,54.87,44,1,0,0,1,0
7824,M44459,M,299.11,308.14,25.96,34.99,1424,38.2,219,0,0,0,0,0
7825,L31471,L,300.31,309.41,27.16,36.26,1126,49.23,230,1,1,0,0,1
7826,M60009,M,298.3,308.31,25.15,35.16,1635,26.12,1,0,0,0,0,0
7827,H41374,H,302.74,312.93,29.59,39.78,1770,35.45,207,0,0,0,0,0
7828,L35099,L,295.2,305.05,22.05,31.9,1632,42.17,225,0,0,0,0,0
7829,L21756,L,298.44,308.4,25.29,35.25,1534,32.51,126,0,0,0,0,0
7830,L23562,L,298.98,307.93,25.83,34.78,1537,41.56,108,0,0,0,0,0
7831,L80480,L,294.31,304.61,21.16,31.46,1565,31.82,221,0,0,0,0,0
7832,L77594,L,297.21,308.49,24.06,35.34,1560,21.58,2,0,0,0,0,0
7833,L36408,L,301.25,311.09,28.1,37.94,1524,41.25,202,0,0,0,0,0
7834,M83839,M,300.06,309.88,26.91,36.73,1539,53.81,71,0,0,0,0,0
7835,L74455,L,303.15,313.23,30.0,40.08,1807,22.14,154,0,0,0,0,0
7836,L16567,L,303.09,314.21,29.94,41.06,1618,36.85,78,0,0,0,0,0
7837,M83621,M,300.87,309.97,27.72,36.82,1553,47.36,126,0,0,0,0,0
7838,M21871,M,300.63,312.08,27.48,38.93,1650,33.9,194,0,0,0,0,0
7839,L92854,L,300.13,310.55,26.98,37.4,1650,23.3,44,0,0,0,0,0
7840,M20235,M,294.69,304.72,21.54,31.57,1701,34.05,159,0,0,0,0,0
7841,L20853,L,297.21,308.42,24.06,35.27,1403,52.77,216,1,0,0,0,1
7842,L96572,L,300.2,309.02,27.05,35.87,1451,35.44,216,0,0,0,0,0
7843,L29013,L,301.23,311.75,28.08,38.6,1393,43.0,215,0,0,0,0,0
7844,L22002,L,300.58,311.01,27.43,37.86,1669,25.9,124,0,0,0,0,0
7845,M75994,M,298.22,307.28,25.07,34.13,1661,33.71,184,0,0,0,0,0
7846,M87585,M,301.87,312.34,28.72,39.19,1312,46.76,107,0,0,0,0,0
7847,M53744,M,302.96,313.25,29.81,40.1,1603,36.74,110,0,0,0,0,0
7848,L91960,L,301.88,311.7,28.73,38.55,1775,28.82,68,0,0,0,0,0
7849,L21468,L,301.98,312.84,28.83,39.69,1494,41.9,68,0,0,0,0,0
7850,L58742,L,298.88,308.31,25.73,35.16,1590,41.39,9,0,0,0,0,0
7851,L34772,L,302.15,312.42,29.0,39.27,1663,40.34,128,0,0,0,0,0
7852,M70084,M,300.29,310.16,27.14,37.01,1304,41.6,74,0,0,0,0,0
7853,M93391,M,301.02,310.41,27.87,37.26,1562,31.72,45,0,0,0,0,0
7854,L64755,L,300.73,311.23,27.58,38.08,1758,48.3,29,0,0,0,0,0
7855,L21821,L,299.76,309.55,26.61,36.4,1431,41.13,83,0,0,0,0,0
7856,L57512,L,298.28,306.81,25.13,33.66,1681,32.03,216,1,1,0,0,0
7857,L14931,L,299.84,308.03,26.69,34.88,1540,25.39,124,0,0,0,0,0
7858,L35134,L,301.97,312.76,28.82,39.61,1417,32.98,134,0,0,0,0,0
7859,L80423,L,299.12,307.9,25.97,34.75,1518,32.6,13,0,0,0,0,0
7860,L40825,L,301.79,312.07,28.64,38.92,1443,43.22,125,0,0,0,0,0
7861,L60745,L,301.47,311.53,28.32,38.38,1380,38.68,160,0,0,0,0,0
7862,L42202,L,299.4,309.03,26.25,35.88,1490,38.56,36,0,0,0,0,0
7863,L96810,L,302.78,314.73,29.63,41.58,1547,25.57,236,1,1,0,0,0
7864,M41727,M,299.29,309.47,26.14,36.32,1506,49.28,220,1,1,0,0,0
7865,L58868,L,303.02,313.77,29.87,40.62,1489,32.59,238,0,0,0,0,0
7866,H25242,H,300.87,311.15,27.72,38.0,1575,38.27,86,0,0,0,0,0
7867,L35770,L,299.97,309.74,26.82,36.59,1628,30.95,197,0,0,0,0,0
7868,L99800,L,298.22,308.21,25.07,35.06,1335,40.38,79,0,0,0,0,0
7869,L98553,L,299.82,311.28,26.67,38.13,1491,32.08,180,0,0,0,0,0
7870,L82578,L,299.59,310.68,26.44,37.53,1190,50.53,227,1,0,0,0,1
7871,M37184,M,297.48,309.44,24.33,36.29,1507,30.19,37,0,0,0,0,0
7872,L43968,L,299.56,309.79,26.41,36.64,1561,39.21,34,0,0,0,0,0
7873,H25275,H,298.39,307.52,25.24,34.37,1635,34.1,25,0,0,0,0,0
7874,M75925,M,301.17,310.73,28.02,37.58,1562,41.72,192,0,0,0,0,0
7875,L87615,L,302.61,311.42,29.46,38.27,1631,40.96,160,0,0,0,0,0
7876,L61160,L,297.55,308.31,24.4,35.16,1546,34.51,125,0,0,0,0,0
7877,M73742,M,303.42,312.84,30.27,39.69,1417,43.37,186,0,0,0,0,0
7878,L36801,L,299.74,306.69,26.59,33.54,1340,39.18,204,1,0,1,0,0
7879,M42376,M,298.05,310.51,24.9,37.36,1489,49.01,228,1,1,0,0,0
7880,L83554,L,301.52,310.94,28.37,37.79,1401,38.03,48,0,0,0,0,0
7881,L75877,L,299.11,308.53,25.96,35.38,1514,36.23,106,0,0,0,0,0
7882,L13275,L,299.84,311.51,26.69,38.36,1449,35.79,222,1,1,0,0,0
7883,L29009,L,299.19,307.98,26.04,34.83,1608,29.76,111,0,0,0,0,0
7884,M42540,M,298.37,309.5,25.22,36.35,1544,53.39,117,0,0,0,0,0
7885,L66028,L,301.45,310.86,28.3,37.71,1613,39.41,226,1,1,0,0,0
7886,M56349,M,299.43,308.1,26.28,34.95,1612,36.08,176,0,0,0,0,0
7887,L73596,L,297.13,308.83,23.98,35.68,1504,34.3,132,0,0,0,0,0
7888,L45049,L,301.1,312.03,27.95,38.88,1514,46.74,86,0,0,0,0,0
7889,L21609,L,297.59,308.51,24.44,35.36,1623,30.94,220,1,1,0,0,0
7890,L38154,L,297.69,308.06,24.54,34.91,1963,30.15,2,0,0,0,0,0
7891,L37349,L,302.39,312.98,29.24,39.83,1362,59.69,77,0,0,0,0,0
7892,L62410,L,297.61,306.38,24.46,33.23,1542,29.49,227,1,1,0,0,0
7893,M72540,M,295.37,305.48,22.22,32.33,1326,47.53,120,0,0,0,0,0
7894,L53078,L,301.25,310.32,28.1,37.17,1531,39.72,150,0,0,0,0,0
7895,L42204,L,299.39,308.0,26.24,34.85,1417,44.66,128,0,0,0,0,0
7896,M73852,M,299.56,309.98,26.41,36.83,1514,35.56,95,0,0,0,0,0
7897,M87615,M,299.37,310.53,26.22,37.38,1562,31.94,160,0,0,0,0,0
7898,L26355,L,300.46,310.08,27.31,36.93,1449,41.34,184,0,0,0,0,0
7899,L60004,L,298.49,308.28,25.34,35.13,1223,43.21,87,0,0,0,0,0
7900,M28651,M,302.95,311.81,29.8,38.66,1784,13.45,142,1,0,0,1,0
7901,L65083,L,297.05,307.05,23.9,33.9,1682,27.47,20,0,0,0,0,0
7902,L12934,L,300.89,311.65,27.74,38.5,1512,35.36,131,0,0,0,0,0
7903,L96524,L,301.28,312.08,28.13,38.93,1378,32.94,179,0,0,0,0,0
7904,M27525,M,298.48,309.03,25.33,35.88,1550,38.18,140,0,0,0,0,0
7905,L83883,L,297.95,307.33,24.8,34.18,1598,29.79,211,0,0,0,0,0
7906,H57541,H,302.03,311.38,28.88,38.23,1670,33.97,69,0,0,0,0,0
7907,L83557,L,298.02,308.81,24.87,35.66,1686,51.33,118,1,0,0,1,0
7908,M17594,M,298.79,309.6,25.64,36.45,1719,43.15,21,0,0,0,0,0
7909,L85168,L,301.77,311.6,28.62,38.45,1230,51.3,168,0,0,0,0,0
7910,L30337,L,300.07,309.64,26.92,36.49,1482,53.14,106,0,0,0,0,0
7911,M66104,M,296.41,307.57,23.26,34.42,1709,32.95,127,0,0,0,0,0
7912,L76040,L,303.49,313.13,30.34,39.98,1373,41.22,31,0,0,0,0,0
7913,L64712,L,298.94,309.69,25.79,36.54,1748,24.33,239,1,1,0,0,0
7914,L22026,L,299.19,309.06,26.04,35.91,1852,41.17,185,0,0,0,0,0
7915,L17404,L,300.51,309.46,27.36,36.31,1743,48.52,96,0,0,0,0,0
7916,L52628,L,301.25,312.86,28.1,39.71,1651,41.97,137,0,0,0,0,0
7917,M20467,M,303.92,314.04,30.77,40.89,1457,50.72,148,0,0,0,0,0
7918,L21495,L,296.68,305.97,23.53,32.82,1584,14.27,231,1,1,0,1,0
7919,L98071,L,301.65,310.26,28.5,37.11,1299,62.81,184,1,0,0,0,1
7920,L18491,L,301.49,310.2,28.34,37.05,1398,40.14,84,0,0,0,0,0
7921,M62650,M,299.73,309.35,26.58,36.2,1411,59.47,235,1,1,0,0,1
7922,M36960,M,301.57,313.5,28.42,40.35,1546,50.92,72,0,0,0,0,0
7923,L69523,L,301.87,311.28,28.72,38.13,1466,45.25,138,0,0,0,0,0
7924,L32546,L,297.24,308.68,24.09,35.53,1581,33.5,168,0,0,0,0,0
7925,H62413,H,303.5,313.37,30.35,40.22,1689,35.2,65,0,0,0,0,0
7926,L97632,L,296.88,305.7,23.73,32.55,1411,25.33,230,1,1,0,0,0
7927,M79976,M,297.73,307.26,24.58,34.11,1561,44.15,52,0,0,0,0,0
7928,M95619,M,299.48,308.2,26.33,35.05,1462,18.74,106,1,0,0,1,0
7929,M34912,M,303.85,312.99,30.7,39.84,1568,34.14,43,0,0,0,0,0
7930,L94879,L,299.38,308.5,26.23,35.35,1655,46.96,210,0,0,0,0,0
7931,M60255,M,299.94,308.03,26.79,34.88,1696,39.54,53,0,0,0,0,0
7932,M81621,M,302.86,314.38,29.71,41.23,1652,22.44,8,0,0,0,0,0
7933,L73205,L,299.4,309.61,26.25,36.46,1607,24.92,9,0,0,0,0,0
7934,L37878,L,297.64,306.96,24.49,33.81,1286,39.76,99,0,0,0,0,0
7935,L19974,L,299.17,309.39,26.02,36.24,1346,43.2,125,0,0,0,0,0
7936,L73725,L,302.74,311.91,29.59,38.76,1391,48.21,10,0,0,0,0,0
7937,L48517,L,300.14,307.47,26.99,34.32,1598,40.69,22,0,0,0,0,0
7938,L20242,L,303.86,316.82,30.71,43.67,1309,35.3,23,0,0,0,0,0
7939,L98179,L,301.48,311.67,28.33,38.52,1594,40.89,160,0,0,0,0,0
7940,L44413,L,298.71,308.12,25.56,34.97,1581,42.04,72,0,0,0,0,0
7941,L76182,L,300.1,308.17,26.95,35.02,1196,51.8,135,1,0,1,0,0
7942,M46142,M,298.29,306.8,25.14,33.65,1345,62.44,18,1,0,1,0,0
7943,H66164,H,298.66,310.32,25.51,37.17,1718,39.17,214,0,0,0,0,0
7944,L60253,L,308.96,320.46,35.81,47.31,1657,42.32,73,0,0,0,0,0
7945,L22822,L,302.04,312.79,28.89,39.64,1386,56.34,187,0,0,0,0,0
7946,L73993,L,301.72,310.61,28.57,37.46,1354,49.12,198,0,0,0,0,0
7947,M66976,M,298.75,310.26,25.6,37.11,1106,47.39,237,1,1,0,0,0
7948,M34855,M,303.14,313.59,29.99,40.44,1792,41.91,178,0,0,0,0,0
7949,H27562,H,302.2,312.85,29.05,39.7,1542,33.94,106,0,0,0,0,0
7950,L56096,L,303.76,314.21,30.61,41.06,1865,22.87,37,0,0,0,0,0
7951,H19878,H,303.67,312.16,30.52,39.01,1501,30.98,11,0,0,0,0,0
7952,L49296,L,297.04,305.84,23.89,32.69,1584,46.01,213,0,0,0,0,0
7953,M37313,M,297.78,307.27,24.63,34.12,1691,38.85,107,0,0,0,0,0
7954,L68161,L,297.99,308.64,24.84,35.49,1822,39.94,180,0,0,0,0,0
7955,M71433,M,298.11,306.73,24.96,33.58,1623,40.31,119,0,0,0,0,0
7956,L95630,L,300.65,310.47,27.5,37.32,1535,38.83,211,0,0,0,0,0
7957,M25724,M,298.87,308.69,25.72,35.54,1540,39.75,180,0,0,0,0,0
7958,M32398,M,304.15,314.94,31.0,41.79,1352,47.11,21,0,0,0,0,0
7959,L47997,L,303.81,314.48,30.66,41.33,1468,34.21,181,0,0,0,0,0
7960,L46817,L,299.99,308.98,26.84,35.83,1544,26.79,64,0,0,0,0,0
7961,M47687,M,303.91,315.36,30.76,42.21,1777,28.37,186,0,0,0,0,0
7962,L53971,L,302.98,311.81,29.83,38.66,1460,43.6,228,0,0,0,0,0
7963,L67302,L,299.1,310.19,25.95,37.04,1721,28.11,223,1,1,0,0,0
7964,L36666,L,295.98,305.43,22.83,32.28,1521,54.71,30,0,0,0,0,0
7965,L18851,L,299.56,309.73,26.41,36.58,1753,36.22,13,0,0,0,0,0
7966,L19995,L,298.71,308.94,25.56,35.79,1653,35.61,186,0,0,0,0,0
7967,L27634,L,300.41,310.61,27.26,37.46,1642,30.05,170,0,0,0,0,0
7968,L58572,L,300.18,310.85,27.03,37.7,1706,40.9,42,0,0,0,0,0
7969,L32763,L,300.13,310.52,26.98,37.37,1681,24.39,164,0,0,0,0,0
7970,M68955,M,301.05,311.83,27.9,38.68,1721,35.82,4,0,0,0,0,0
7971,H39884,H,297.57,308.04,24.42,34.89,1908,26.54,151,0,0,0,0,0
7972,M43120,M,300.82,309.56,27.67,36.41,1818,32.48,200,0,0,0,0,0
7973,L10636,L,299.12,309.39,25.97,36.24,1617,39.33,154,0,0,0,0,0
7974,H39911,H,300.4,309.84,27.25,36.69,1458,30.14,16,0,0,0,0,0
7975,L80600,L,301.91,310.81,28.76,37.66,1599,22.46,238,1,1,0,0,0
7976,L98797,L,297.55,307.26,24.4,34.11,1198,40.38,85,0,0,0,0,0
7977,H71636,H,299.44,309.62,26.29,36.47,1680,41.14,91,0,0,0,0,0
7978,M18782,M,299.76,310.01,26.61,36.86,1349,45.44,20,0,0,0,0,0
7979,M65724,M,298.97,310.03,25.82,36.88,1731,29.87,40,0,0,0,0,0
7980,M27332,M,301.8,313.11,28.65,39.96,1882,46.2,65,1,0,0,1,0
7981,L20998,L,298.56,308.9,25.41,35.75,1281,55.01,192,0,0,0,0,0
7982,L16419,L,298.89,309.41,25.74,36.26,1526,45.89,166,0,0,0,0,0
7983,M77406,M,298.58,308.68,25.43,35.53,1349,36.69,140,0,0,0,0,0
7984,L62581,L,302.18,312.95,29.03,39.8,1233,54.74,207,1,0,0,0,1
7985,L25726,L,299.02,309.5,25.87,36.35,1516,40.51,239,1,1,0,0,0
7986,M39600,M,300.92,310.87,27.77,37.72,1646,29.03,92,0,0,0,0,0
7987,M87244,M,303.95,316.1,30.8,42.95,1667,33.54,94,0,0,0,0,0
7988,L29082,L,299.85,309.3,26.7,36.15,1562,28.38,177,0,0,0,0,0
7989,M53483,M,302.22,313.68,29.07,40.53,1244,40.36,155,0,0,0,0,0
7990,M74816,M,303.34,311.99,30.19,38.84,1557,27.66,3,0,0,0,0,0
7991,M58194,M,302.05,312.87,28.9,39.72,1274,52.63,157,0,0,0,0,0
7992,L71815,L,299.97,311.4,26.82,38.25,1285,44.01,173,0,0,0,0,0
7993,L46874,L,301.28,309.38,28.13,36.23,1361,34.58,237,1,0,1,0,0
7994,L96884,L,297.43,307.56,24.28,34.41,1719,37.48,141,0,0,0,0,0
7995,L46603,L,298.44,309.16,25.29,36.01,1630,35.15,164,0,0,0,0,0
7996,L42108,L,298.79,309.04,25.64,35.89,1591,44.41,189,0,0,0,0,0
7997,L46534,L,304.48,314.86,31.33,41.71,1384,42.46,23,0,0,0,0,0
7998,L11642,L,298.37,308.51,25.22,35.36,1467,27.56,176,0,0,0,0,0
7999,H88385,H,298.35,307.25,25.2,34.1,1295,40.26,131,0,0,0,0,0
8000,L24467,L,297.91,310.28,24.76,37.13,1774,23.04,24,0,0,0,0,0
8001,M69679,M,301.12,310.62,27.97,37.47,1920,34.35,161,0,0,0,0,0
8002,M30915,M,300.29,310.72,27.14,37.57,1632,43.77,56,0,0,0,0,0
8003,L95226,L,302.17,311.53,29.02,38.38,1663,22.1,129,0,0,0,0,0
8004,H61005,H,301.34,309.07,28.19,35.92,1507,37.02,67,0,0,0,0,0
8005,L89561,L,297.24,306.31,24.09,33.16,1252,55.0,25,0,0,0,0,0
8006,L88429,L,298.39,306.94,25.24,33.79,1387,28.83,60,0,0,0,0,0
8007,M33761,M,302.73,313.82,29.58,40.67,1454,35.94,105,0,0,0,0,0
8008,L32416,L,299.59,308.99,26.44,35.84,1468,39.04,119,0,0,0,0,0
8009,M87444,M,302.38,311.86,29.23,38.71,1427,48.68,36,0,0,0,0,0
8010,L87127,L,299.7,308.64,26.55,35.49,1543,41.48,77,0,0,0,0,0
8011,M16140,M,298.06,308.16,24.91,35.01,1386,47.32,206,0,0,0,0,0
8012,L69111,L,299.39,308.68,26.24,35.53,1914,34.75,218,0,0,0,0,0
8013,M86525,M,298.06,309.06,24.91,35.91,1296,41.22,128,0,0,0,0,0
8014,L72788,L,298.87,309.17,25.72,36.02,1690,47.04,118,0,0,0,0,0
